제품명,Codex 분류 메모,Figma 노출 순서,Figma 반영 상태,SERKAN Code,검수 상태,공식 링크,등록일,분류 확신도,브랜드,세르칸핏,연결 섹션 코드,이미지 상태,제품 사진,제품군,추천 대상,추천 이유 한 줄,카테고리,태그,트렌드 근거,협찬 가능성
어성초 카밍 토너,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,아비브,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/64/97/96/item/1000522969764_i1_1200.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
어성초 테카 캡슐 세럼,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,아비브,5,,일반 제품컷 있음,https://shopby-images.cdn-nhncommerce.com/Mall-No-51Yj/20250411/111018.570801000/thum_%EC%96%B4%EC%84%B1%EC%B4%88_%EC%84%B8%EB%9F%BC%20%ED%81%AC%EB%A6%BC.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
레이저베이스 면도기 세척기,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,애비튜드,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/42/26/40/item/1000286402642_i1_250.jpg,체모·면도,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
APACK 면도날 샘플팩,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,애비튜드,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/02/73/20/item/1000017207302_i1_1200.jpg,체모·면도,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
저자극 바디로션,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,애이킨,5,,이미지 필요,,바디케어,,,바디관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
쉐이빙 젤,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,애이킨,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/42/80/74/item/1000036748042_i1_1200.jpg,체모·면도,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
아토베리어 크림,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,에스트라,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/99/93/39/item/1000518399399_i1_1200.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
판테놀 크림,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,아토팜,5,,일반 제품컷 있음,http://newsda.cafe24.com/wysiwyg/PEG/se2_16913845661843.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
프리미엄 족집게,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,오제르,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/90/74/40/item/1000612407490_i1_1200.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
더 모스트 원티드,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,아자로,5,,누끼/단독컷 있음,https://ecimg.cafe24img.com/pg928b08826291084/jparkkorea/web/product/big/Azzaro/The%20Most%20Wanted%20Eau%20de%20Parfum%20Intense.jpg,향수,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
남성 뷰티 플랫폼,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,비그룸,5,,일반 제품컷 있음,https://cdn.sisamagazine.co.kr/news/photo/202509/517961_532844_07.png,의류관리,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
바이오 콜라겐 겔 토너패드,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,바이오던스,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/01/44/59/item/1000629594401_i1_1200.jpg,클렌징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
센시비오 H2O,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,바이오더마,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/38/92/83/item/1000547839238_i1_1200.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
공기질 측정기,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,버디,5,,누끼/단독컷 있음,https://ecimg.cafe24img.com/pg1436b64423650080/apollostore/web/product/big/20250307/b5c5f6ecb9fa6646f11e9f4310d6d9d9.png,홈케어,,,공간관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
눈 세정제,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,블레파졸,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/98/45/72/item/1000651724598_i1_1200.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
오리지널 페이스 스크럽,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,불독,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/55/95/02/item/1000532029555_i1_1200.jpg,클렌징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
오리지널 쉐이빙 젤,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,불독,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/71/77/59/item/1000597597771_i1_1200.jpg,체모·면도,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
레몬버터 큐티클 크림,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,버츠비,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/10/25/18/item/1000024182510_i1_1200.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
프로바이오틱스,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,비오케어,5,,누끼/단독컷 있음,https://ecimg.cafe24img.com/pg641b67937891083/sbh2020/web/product/big/20250424/70c603463324ee8d8f6c026974f67edb.jpg,영양제,,,식단관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
유기농 버진 코코넛 오일,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,캘리포니아 골드 뉴트리션,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/63/61/09/item/1000520096163_i1_1100.jpg,영양제,,,식단관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
오리지널 애프터쉐이브,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,클럽맨 피노드,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/08/03/31/item/1000060310308_i1_1200.jpg,체모·면도,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
LPP 산성 샴푸,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,코아르,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/47/89/96/item/1000517968947_i1_1100.jpg,헤어케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
6 펩타이드 스킨 부스터,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,코스알엑스,5,,누끼/단독컷 있음,https://images-kr.amoremall.com/products/001281000047/001281000047_01.jpg?1751529609192,슬로우에이징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
펩타이드 세럼,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,코스알엑스,5,,누끼/단독컷 있음,https://images-kr.amoremall.com/products/001281000047/001281000047_01.jpg?1751529609192,슬로우에이징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
살리실산 BHA 세럼,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,코스드바하,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/95/74/41/item/1000517417495_i1_250.jpg,클렌징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
더마쿨러,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,큐어소나,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/76/50/21/item/1000209215076_i1_250.jpg,홈케어디바이스,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
판테놀 크림,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,디판테놀,5,,누끼/단독컷 있음,https://ahohaw.cafe24.com/web/product/big/202408/123a913c9c4b6edb41f1a8187277b72a.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
흉터 연고,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,더마틱스,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/86/04/06/item/1000640060486_i1_1200.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
100% 퓨어 호호바 오일,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,데저트 에센스,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/42/06/02/item/1000604020642_i1_1100.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
라이터 키링,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,디키즈,5,,누끼/단독컷 있음,https://ecimg.cafe24img.com/pg529b91111552052/alavague0/web/product/small/20251128/7600bbe5903972d35b3d5ef03c6e89e6.jpg,의류관리,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
향수,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,디올,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/52/42/96/item/1000518964252_i1_1200.jpg,향수,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
락토인 2% 더마 부스터 앰플,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,디엠씨케이,5,,누끼/단독컷 있음,https://ecimg.cafe24img.com/pg1464b05674690062/homemode/web/product/big/20250908/b7a91832ec3c6d03b2d02114199e96ae.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
액토인 2% 더마 부스터 앰플,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,디엠씨케이,5,,누끼/단독컷 있음,https://ecimg.cafe24img.com/pg1464b05674690062/homemode/web/product/big/20250908/b7a91832ec3c6d03b2d02114199e96ae.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
블랙 스네일 크림,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,닥터지,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/50/62/62/item/1000559626250_i1_1100.jpg,슬로우에이징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
메디 UV 울트라 선,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,닥터지,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/05/31/30/item/1000022303105_i1_1200.jpg,선케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
가죽관리 세트,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,닥터마틴,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/09/30/62/item/1000593623009_i1_1200.jpg,의류관리,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
이지에프 연고,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,이지에프,5,,누끼/단독컷 있음,https://mirpharma.net/cdn/shop/files/001_25_874451ae-4ad4-466c-947d-2b22bacd1451.png?v=1739163444&width=1946,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
에크린겔,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,에크린겔,5,,누끼/단독컷 있음,https://ecimg.cafe24img.com/pg853b60831541018/notaly/web/product/big/20241202/9424641131ee04835d47decfa0264dc5.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
큐티클 니퍼,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,필리밀리,5,,누끼/단독컷 있음,https://cdn.shopify.com/s/files/1/1358/5943/files/thumb1_e7c5be09-fd80-4adb-910a-2e86b78e4472_1024x1024.jpg?v=1683231375,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
쿨링 냉매 마사지기,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,필리밀리,5,,누끼/단독컷 있음,https://cdn.shopify.com/s/files/1/1358/5943/files/thumb1_e5c50dbb-5165-4ab3-951a-129445a4341a_1024x1024.jpg?v=1683823536,홈케어디바이스,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
PDRN 앰플,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,제나벨,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/73/73/89/item/1000592897373_i1_1100.jpg,슬로우에이징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
파우더 기름종이,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,갸스비,5,,일반 제품컷 있음,https://www.lotteginza.jp/storage/lotteauKR/www/prefix/product/2024/16/O/product.2583.171341749287099.JPG,홈케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
MOD Timer,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,구글,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/86/69/23/item/1000054236986_i1_1200.jpg,홈케어,,,공간관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
복서 드로즈,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,휴고 보스,5,,누끼/단독컷 있음,https://images.hugoboss.com/is/image/boss/hbeu50532559_979_100?%24large%24=&align=1%2C1&bgcolor=ebebeb&fit=crop%2C1&lastModified=1773845563000,의류관리,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
컬러 립밤,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,아이디얼 포 맨,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/62/89/91/item/0000007918962_i1_1200.jpg,립케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
레티놀 그린티 PDRN 앰플,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,이니스프리,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/96/40/01/item/2097002014096_i1_1200.jpg,슬로우에이징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
비타민C 엑스퍼트,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,아이오페,5,,누끼/단독컷 있음,https://cdn.shopify.com/s/files/1/0645/2569/7252/products/IOPESuperVitalValueSet.png?v=1661585276&width=1946,슬로우에이징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
블레미쉬 케어 마스크,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,아이소이,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/84/90/18/item/1000538189084_i1_1200.jpg,슬로우에이징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
디 판테놀 베리어 수딩 세럼,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,주미소,5,,누끼/단독컷 있음,https://shopby-images.cdn-nhncommerce.com/20250106/120008.535370000/%EC%96%B4%EC%84%B1%EC%B4%88_%EC%84%B8%EB%9F%BC_%EC%A0%9C%ED%92%88%EC%BB%B7.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
판테놀 수딩 세럼,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,주미소,5,,누끼/단독컷 있음,https://shopby-images.cdn-nhncommerce.com/20250106/120008.535370000/%EC%96%B4%EC%84%B1%EC%B4%88_%EC%84%B8%EB%9F%BC_%EC%A0%9C%ED%92%88%EC%BB%B7.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
시카플라스트 밤 B5+,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,라로슈포제,5,,누끼/단독컷 있음,https://tegut014.cdn-nhncommerce.com/data/goods/23/06/26/1000019446/1000019446_detail_044.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
히알루 세럼,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,라로슈포제,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/88/58/40/item/1000521405888_i1_1200.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
프리미엄 니치 향수,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,라에르,5,,일반 제품컷 있음,https://sitem.ssgcdn.com/21/68/69/item/1000569696821_i1_1200.jpg,향수,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
패츌리 24,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,르 라보,5,,누끼/단독컷 있음,https://legendshoplb.com/cdn/shop/files/E13379B4-0BA8-4967-A439-B136CFA92190.jpg?v=1756750649,향수,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
EVO 화이트노이즈 머신,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,렉트로팬,5,,누끼/단독컷 있음,https://www.soundofsleep.com/wp-content/uploads/2023/04/EVO_600d.jpg,수면관리,,,수면관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
글라이신,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,라이프 익스텐션,5,,누끼/단독컷 있음,https://cdn.shopify.com/s/files/1/0324/5080/5892/products/Glycine1000mg02_1600x.jpg?v=1614124146,영양제,,,식단관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
레티놀 A 크림,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,라이프플로,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/02/03/44/item/1000524440302_i1_1200.jpg,슬로우에이징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
쿨민트 스틱 가글,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,립클리어,5,,누끼/단독컷 있음,https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/bcc0/b5b8f142b5fa0c63b893bdd5e3570cc274c4036adbd706365c2d3de56008.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
더블 롤러,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,룰루레몬,5,,일반 제품컷 있음,https://sitem.ssgcdn.com/73/63/77/item/1000603776373_i1_1200.jpg,운동회복,,,바디관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
세일링 데이,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,메종 마르지엘라,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/13/03/52/item/1000083520313_i1_1200.jpg,향수,,,스타일관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
마데카솔,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,마데카솔,5,,누끼/단독컷 있음,https://cdn.shopify.com/s/files/1/0592/0371/5230/products/sanofi-madecassol-polvo-5g_1800x.png?v=1638889507,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
제로 모공 패드,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,메디큐브,5,,일반 제품컷 있음,http://smkoreabeauty.com/cdn/shop/files/2.0.webp?v=1759476414,클렌징,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
부스터 프로,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:37,,메디큐브,5,,일반 제품컷 있음,https://d1flfk77wl2xk4.cloudfront.net/Assets/22/164/XXL_p0212216422.png,홈케어디바이스,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
하이포커스 샷,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,메디큐브,5,,일반 제품컷 있음,https://cdn.shopify.com/s/files/1/0668/0022/2505/files/527364898051392424_efb34539-8a0d-43b4-bc08-371ffaf6c3be.jpg?v=1739518674&width=960&height=1120&crop=center,홈케어디바이스,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
진동 클렌저,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,메디큐브,5,,누끼/단독컷 있음,https://themedicube.co.kr/web/product/extra/big/202508/cd20fb851a4cbd507fa65a8c7fe5e4dc.jpg,홈케어디바이스,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
듀오덤 엑스트라씬,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,메디폼,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/76/31/82/item/1000562823176_i1_1100.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
듀얼액션,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,메디폼,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/92/62/96/item/1000517966292_i1_1100.jpg,장벽케어,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
습윤밴드 롤,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,메디랩,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/33/35/22/item/1000538223533_i1_1200.jpg,홈케어,,,위생관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
세라믹 괄사,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,밀크터치,5,,누끼/단독컷 있음,https://sitem.ssgcdn.com/08/20/31/item/1000441312008_i1_1200.jpg,홈케어디바이스,,,피부관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
위클리 다이어리,SERKAN 실제 콘텐츠 기반 Seed Dataset에서 추가,,,,수집됨,,2026년 6월 14일 오후 11:38,,몰스킨,5,,누끼/단독컷 있음,https://contents.kyobobook.co.kr/sih/fit-in/600x0/gift/pdt/1664/S1619420504565.jpg,홈케어,,,공간관리,,SERKAN 인스타그램/루틴/제품 추천 콘텐츠에 실제 등장한 제품.,
